"fip","label","respop72015"
29065,"Dent County, Missouri",15593
29067,"Douglas County, Missouri",13373
29069,"Dunklin County, Missouri",30895
29071,"Franklin County, Missouri",102426
29073,"Gasconade County, Missouri",14858
29075,"Gentry County, Missouri",6692
29077,"Greene County, Missouri",288072
29079,"Grundy County, Missouri",10097
29081,"Harrison County, Missouri",8615
29083,"Henry County, Missouri",21737
29085,"Hickory County, Missouri",9201
29087,"Holt County, Missouri",4484
29089,"Howard County, Missouri",10139
29091,"Howell County, Missouri",40117
29093,"Iron County, Missouri",10125
29095,"Jackson County, Missouri",687623
29097,"Jasper County, Missouri",118596
29099,"Jefferson County, Missouri",224124
29101,"Johnson County, Missouri",53951
29103,"Knox County, Missouri",3910
29105,"Laclede County, Missouri",35473
29107,"Lafayette County, Missouri",32701
29109,"Lawrence County, Missouri",38180
29111,"Lewis County, Missouri",10207
29113,"Lincoln County, Missouri",54696
29115,"Linn County, Missouri",12308
29117,"Livingston County, Missouri",15028
29119,"McDonald County, Missouri",22643
29121,"Macon County, Missouri",15335
29123,"Madison County, Missouri",12408
29125,"Maries County, Missouri",8963
29127,"Marion County, Missouri",28880
29129,"Mercer County, Missouri",3694
29131,"Miller County, Missouri",25113
29133,"Mississippi County, Missouri",14036
29135,"Moniteau County, Missouri",15963
29137,"Monroe County, Missouri",8583
29139,"Montgomery County, Missouri",11703
29141,"Morgan County, Missouri",20171
29143,"New Madrid County, Missouri",18208
29145,"Newton County, Missouri",58615
29147,"Nodaway County, Missouri",22810
29149,"Oregon County, Missouri",10953
29151,"Osage County, Missouri",13628
29153,"Ozark County, Missouri",9409
29155,"Pemiscot County, Missouri",17482
29157,"Perry County, Missouri",19183
29159,"Pettis County, Missouri",42255
29161,"Phelps County, Missouri",44794
29163,"Pike County, Missouri",18348
29165,"Platte County, Missouri",96096
29167,"Polk County, Missouri",31229
29169,"Pulaski County, Missouri",53221
29171,"Putnam County, Missouri",4858
29173,"Ralls County, Missouri",10196
29175,"Randolph County, Missouri",25104
29177,"Ray County, Missouri",22810
29179,"Reynolds County, Missouri",6432
29181,"Ripley County, Missouri",13802
29183,"St. Charles County, Missouri",385590
29185,"St. Clair County, Missouri",9440
29186,"Ste. Genevieve County, Missouri",17919
29187,"St. Francois County, Missouri",66520
29189,"St. Louis County, Missouri",1003362
29195,"Saline County, Missouri",23258
29197,"Schuyler County, Missouri",4436
29199,"Scotland County, Missouri",4854
29201,"Scott County, Missouri",39008
29203,"Shannon County, Missouri",8258
29205,"Shelby County, Missouri",6128
29207,"Stoddard County, Missouri",29862
29209,"Stone County, Missouri",30943
29211,"Sullivan County, Missouri",6353
29213,"Taney County, Missouri",54592
29215,"Texas County, Missouri",25690
29217,"Vernon County, Missouri",20826
29219,"Warren County, Missouri",33513
29221,"Washington County, Missouri",24788
29223,"Wayne County, Missouri",13405
29225,"Webster County, Missouri",37483
29227,"Worth County, Missouri",2057
29229,"Wright County, Missouri",18268
29510,"St. Louis city, Missouri",315685
30001,"Beaverhead County, Montana",9300
30003,"Big Horn County, Montana",13242
30005,"Blaine County, Montana",6577
30007,"Broadwater County, Montana",5689
30009,"Carbon County, Montana",10408
30011,"Carter County, Montana",1180
30013,"Cascade County, Montana",82278
30015,"Chouteau County, Montana",5767
30017,"Custer County, Montana",12135
30019,"Daniels County, Montana",1760
30021,"Dawson County, Montana",9625
30023,"Deer Lodge County, Montana",9139
30025,"Fallon County, Montana",3190
30027,"Fergus County, Montana",11427
30029,"Flathead County, Montana",96165
30031,"Gallatin County, Montana",100739
30033,"Garfield County, Montana",1314
30035,"Glacier County, Montana",13647
30037,"Golden Valley County, Montana",827
30039,"Granite County, Montana",3240
30041,"Hill County, Montana",16572
30043,"Jefferson County, Montana",11645
30045,"Judith Basin County, Montana",1926
30047,"Lake County, Montana",29457
30049,"Lewis and Clark County, Montana",66418
30051,"Liberty County, Montana",2408
30053,"Lincoln County, Montana",19052
30055,"McCone County, Montana",1683
30057,"Madison County, Montana",7915
30059,"Meagher County, Montana",1830
30061,"Mineral County, Montana",4251
30063,"Missoula County, Montana",114181
30065,"Musselshell County, Montana",4582
30067,"Park County, Montana",15972
30069,"Petroleum County, Montana",475
30071,"Phillips County, Montana",4169
30073,"Pondera County, Montana",6184
30075,"Powder River County, Montana",1773
30077,"Powell County, Montana",6840
30079,"Prairie County, Montana",1160
30081,"Ravalli County, Montana",41373
30083,"Richland County, Montana",11960
30085,"Roosevelt County, Montana",11476
30087,"Rosebud County, Montana",9398
30089,"Sanders County, Montana",11336
30091,"Sheridan County, Montana",3687
30093,"Silver Bow County, Montana",34622
30095,"Stillwater County, Montana",9486
30097,"Sweet Grass County, Montana",3634
30099,"Teton County, Montana",6104
30101,"Toole County, Montana",5087
30103,"Treasure County, Montana",697
30105,"Valley County, Montana",7659
30107,"Wheatland County, Montana",2110
30109,"Wibaux County, Montana",1130
30111,"Yellowstone County, Montana",157048
31001,"Adams County, Nebraska",31587
31003,"Antelope County, Nebraska",6414
31005,"Arthur County, Nebraska",456
31007,"Banner County, Nebraska",788
31009,"Blaine County, Nebraska",487
31011,"Boone County, Nebraska",5315
31013,"Box Butte County, Nebraska",11337
31015,"Boyd County, Nebraska",2006
31017,"Brown County, Nebraska",2946
31019,"Buffalo County, Nebraska",48863
31021,"Burt County, Nebraska",6585
31023,"Butler County, Nebraska",8115
31025,"Cass County, Nebraska",25512
31027,"Cedar County, Nebraska",8564
31029,"Chase County, Nebraska",3956
31031,"Cherry County, Nebraska",5848
31033,"Cheyenne County, Nebraska",10167
31035,"Clay County, Nebraska",6309
31037,"Colfax County, Nebraska",10520
31039,"Cuming County, Nebraska",9125
31041,"Custer County, Nebraska",10806
31043,"Dakota County, Nebraska",20781
31045,"Dawes County, Nebraska",9055
31047,"Dawson County, Nebraska",23886
31049,"Deuel County, Nebraska",1921
31051,"Dixon County, Nebraska",5797
31053,"Dodge County, Nebraska",36706
31055,"Douglas County, Nebraska",550064
31057,"Dundy County, Nebraska",1799
31059,"Fillmore County, Nebraska",5619
31061,"Franklin County, Nebraska",2985
31063,"Frontier County, Nebraska",2624
31065,"Furnas County, Nebraska",4862
31067,"Gage County, Nebraska",21900
31069,"Garden County, Nebraska",1918
31071,"Garfield County, Nebraska",2028
31073,"Gosper County, Nebraska",1973
31075,"Grant County, Nebraska",641
31077,"Greeley County, Nebraska",2429
31079,"Hall County, Nebraska",61680
31081,"Hamilton County, Nebraska",9190
31083,"Harlan County, Nebraska",3452
31085,"Hayes County, Nebraska",932
31087,"Hitchcock County, Nebraska",2883
31089,"Holt County, Nebraska",10313
31091,"Hooker County, Nebraska",732
31093,"Howard County, Nebraska",6409
31095,"Jefferson County, Nebraska",7263
31097,"Johnson County, Nebraska",5173
31099,"Kearney County, Nebraska",6585
31101,"Keith County, Nebraska",8063
31103,"Keya Paha County, Nebraska",804
31105,"Kimball County, Nebraska",3689
31107,"Knox County, Nebraska",8543
31109,"Lancaster County, Nebraska",306468
31111,"Lincoln County, Nebraska",35656
31113,"Logan County, Nebraska",777
31115,"Loup County, Nebraska",585
31117,"McPherson County, Nebraska",475
31119,"Madison County, Nebraska",35039
31121,"Merrick County, Nebraska",7787
31123,"Morrill County, Nebraska",4854
31125,"Nance County, Nebraska",3595
31127,"Nemaha County, Nebraska",7046
31129,"Nuckolls County, Nebraska",4329
31131,"Otoe County, Nebraska",15984
31133,"Pawnee County, Nebraska",2659
31135,"Perkins County, Nebraska",2944
31137,"Phelps County, Nebraska",9296
31139,"Pierce County, Nebraska",7208
31141,"Platte County, Nebraska",32847
31143,"Polk County, Nebraska",5202
31145,"Red Willow County, Nebraska",10829
31147,"Richardson County, Nebraska",8094
31149,"Rock County, Nebraska",1381
31151,"Saline County, Nebraska",14282
31153,"Sarpy County, Nebraska",175692
31155,"Saunders County, Nebraska",21016
31157,"Scotts Bluff County, Nebraska",36261
31159,"Seward County, Nebraska",17110
31161,"Sheridan County, Nebraska",5220
31163,"Sherman County, Nebraska",3091
31165,"Sioux County, Nebraska",1260
31167,"Stanton County, Nebraska",5937
31169,"Thayer County, Nebraska",5163
31171,"Thomas County, Nebraska",684
31173,"Thurston County, Nebraska",7064
31175,"Valley County, Nebraska",4154
31177,"Washington County, Nebraska",20248
31179,"Wayne County, Nebraska",9367
31181,"Webster County, Nebraska",3625
31183,"Wheeler County, Nebraska",750
31185,"York County, Nebraska",13806
32001,"Churchill County, Nevada",24200
32003,"Clark County, Nevada",2114801
32005,"Douglas County, Nevada",47710
32007,"Elko County, Nevada",51935
32009,"Esmeralda County, Nevada",829
32011,"Eureka County, Nevada",2016
32013,"Humboldt County, Nevada",17019
32015,"Lander County, Nevada",5903
32017,"Lincoln County, Nevada",5036
32019,"Lyon County, Nevada",52585
32021,"Mineral County, Nevada",4478
32023,"Nye County, Nevada",42477
32027,"Pershing County, Nevada",6634
32029,"Storey County, Nevada",3987
32031,"Washoe County, Nevada",446903
32033,"White Pine County, Nevada",9811
32510,"Carson City, Nevada",54521
33001,"Belknap County, New Hampshire",60641
33003,"Carroll County, New Hampshire",47285
33005,"Cheshire County, New Hampshire",75909
33007,"Coos County, New Hampshire",31212
33009,"Grafton County, New Hampshire",89320
33011,"Hillsborough County, New Hampshire",406678
33013,"Merrimack County, New Hampshire",147994
33015,"Rockingham County, New Hampshire",301777
33017,"Strafford County, New Hampshire",126825
33019,"Sullivan County, New Hampshire",42967
34001,"Atlantic County, New Jersey",274219
34003,"Bergen County, New Jersey",938506
34005,"Burlington County, New Jersey",450226
34007,"Camden County, New Jersey",510923
34009,"Cape May County, New Jersey",94727
34011,"Cumberland County, New Jersey",155854
34013,"Essex County, New Jersey",797434
34015,"Gloucester County, New Jersey",291479
34017,"Hudson County, New Jersey",674836
34019,"Hunterdon County, New Jersey",125488
34021,"Mercer County, New Jersey",371398
34023,"Middlesex County, New Jersey",840900
34025,"Monmouth County, New Jersey",628715
34027,"Morris County, New Jersey",499509
34029,"Ocean County, New Jersey",588721
34031,"Passaic County, New Jersey",510916
34033,"Salem County, New Jersey",64180
34035,"Somerset County, New Jersey",333654
34037,"Sussex County, New Jersey",143673
34039,"Union County, New Jersey",555786
34041,"Warren County, New Jersey",106869
35001,"Bernalillo County, New Mexico",676685
35003,"Catron County, New Mexico",3456
35005,"Chaves County, New Mexico",65764
35006,"Cibola County, New Mexico",27329
35007,"Colfax County, New Mexico",12414
35009,"Curry County, New Mexico",50398
35011,"De Baca County, New Mexico",1828
35013,"Do�a Ana County, New Mexico",214295
35015,"Eddy County, New Mexico",57578
35017,"Grant County, New Mexico",28609
35019,"Guadalupe County, New Mexico",4371
35021,"Harding County, New Mexico",698
35023,"Hidalgo County, New Mexico",4423
35025,"Lea County, New Mexico",71180
35027,"Lincoln County, New Mexico",19420
35028,"Los Alamos County, New Mexico",17785
35029,"Luna County, New Mexico",24518
35031,"McKinley County, New Mexico",76708
35033,"Mora County, New Mexico",4596
35035,"Otero County, New Mexico",64362
35037,"Quay County, New Mexico",8455
35039,"Rio Arriba County, New Mexico",39465
35041,"Roosevelt County, New Mexico",19120
35043,"Sandoval County, New Mexico",139394
35045,"San Juan County, New Mexico",118737
35047,"San Miguel County, New Mexico",27967
35049,"Santa Fe County, New Mexico",148686
35051,"Sierra County, New Mexico",11282
35053,"Socorro County, New Mexico",17256
35055,"Taos County, New Mexico",32907
35057,"Torrance County, New Mexico",15485
35059,"Union County, New Mexico",4201
35061,"Valencia County, New Mexico",75737
36001,"Albany County, New York",309381
36003,"Allegany County, New York",47462
36005,"Bronx County, New York",1455444
36007,"Broome County, New York",196567
36009,"Cattaraugus County, New York",77922
36011,"Cayuga County, New York",78288
36013,"Chautauqua County, New York",130779
36015,"Chemung County, New York",87071
36017,"Chenango County, New York",48844
36019,"Clinton County, New York",81251
36021,"Columbia County, New York",61509
36023,"Cortland County, New York",48494
36025,"Delaware County, New York",46053
36027,"Dutchess County, New York",295754
36029,"Erie County, New York",922578
36031,"Essex County, New York",38478
36033,"Franklin County, New York",50660
36035,"Fulton County, New York",53992
36037,"Genesee County, New York",58937
36039,"Greene County, New York",47625
36041,"Hamilton County, New York",4712
36043,"Herkimer County, New York",63100
36045,"Jefferson County, New York",117635
36047,"Kings County, New York",2636735
36049,"Lewis County, New York",26957
36051,"Livingston County, New York",64717
36053,"Madison County, New York",71849
36055,"Monroe County, New York",749600
36057,"Montgomery County, New York",49642
36059,"Nassau County, New York",1361350
36061,"New York County, New York",1644518
36063,"Niagara County, New York",212652
36065,"Oneida County, New York",232500
36067,"Onondaga County, New York",468463
36069,"Ontario County, New York",109561
36071,"Orange County, New York",377647
36073,"Orleans County, New York",41582
36075,"Oswego County, New York",120146
36077,"Otsego County, New York",60636
36079,"Putnam County, New York",99042
36081,"Queens County, New York",2339150
36083,"Rensselaer County, New York",160266
36085,"Richmond County, New York",474558
36087,"Rockland County, New York",326037
36089,"St. Lawrence County, New York",111007
36091,"Saratoga County, New York",226249
36093,"Schenectady County, New York",154604
36095,"Schoharie County, New York",31330
36097,"Schuyler County, New York",18186
36099,"Seneca County, New York",34833
36101,"Steuben County, New York",97631
36103,"Suffolk County, New York",1501587
36105,"Sullivan County, New York",74877
36107,"Tioga County, New York",49453
36109,"Tompkins County, New York",104926
36111,"Ulster County, New York",180143
36113,"Warren County, New York",64688
36115,"Washington County, New York",62230
36117,"Wayne County, New York",91446
36119,"Westchester County, New York",976396
36121,"Wyoming County, New York",41013
36123,"Yates County, New York",25048
37001,"Alamance County, North Carolina",158276
37003,"Alexander County, North Carolina",37325
37005,"Alleghany County, North Carolina",10837
37007,"Anson County, North Carolina",25759
37009,"Ashe County, North Carolina",27020
37011,"Avery County, North Carolina",17689
37013,"Beaufort County, North Carolina",47651
37015,"Bertie County, North Carolina",20199
37017,"Bladen County, North Carolina",34318
37019,"Brunswick County, North Carolina",122765
37021,"Buncombe County, North Carolina",253178
37023,"Burke County, North Carolina",88842
37025,"Cabarrus County, North Carolina",196762
37027,"Caldwell County, North Carolina",81287
37029,"Camden County, North Carolina",10309
37031,"Carteret County, North Carolina",68879
37033,"Caswell County, North Carolina",22941
37035,"Catawba County, North Carolina",155056
37037,"Chatham County, North Carolina",70928
37039,"Cherokee County, North Carolina",27178
37041,"Chowan County, North Carolina",14394
37043,"Clay County, North Carolina",10703
37045,"Cleveland County, North Carolina",96879
37047,"Columbus County, North Carolina",56694
37049,"Craven County, North Carolina",103451
37051,"Cumberland County, North Carolina",323838
37053,"Currituck County, North Carolina",25263
37055,"Dare County, North Carolina",35663
37057,"Davidson County, North Carolina",164622
37059,"Davie County, North Carolina",41753
37061,"Duplin County, North Carolina",59159
37063,"Durham County, North Carolina",300952
37065,"Edgecombe County, North Carolina",54150
37067,"Forsyth County, North Carolina",369019
37069,"Franklin County, North Carolina",63710
37071,"Gaston County, North Carolina",213442
37073,"Gates County, North Carolina",11431
37075,"Graham County, North Carolina",8616
37077,"Granville County, North Carolina",58674
37079,"Greene County, North Carolina",21134
37081,"Guilford County, North Carolina",517600
37083,"Halifax County, North Carolina",52456
37085,"Harnett County, North Carolina",128140
37087,"Haywood County, North Carolina",59868
37089,"Henderson County, North Carolina",112655
37091,"Hertford County, North Carolina",24184
37093,"Hoke County, North Carolina",52671
37095,"Hyde County, North Carolina",5526
37097,"Iredell County, North Carolina",169866
37099,"Jackson County, North Carolina",41265
37101,"Johnston County, North Carolina",185660
37103,"Jones County, North Carolina",10013
37105,"Lee County, North Carolina",59660
37107,"Lenoir County, North Carolina",58106
37109,"Lincoln County, North Carolina",81035
37111,"McDowell County, North Carolina",44989
37113,"Macon County, North Carolina",34201
37115,"Madison County, North Carolina",21139
37117,"Martin County, North Carolina",23357
37119,"Mecklenburg County, North Carolina",1034070
37121,"Mitchell County, North Carolina",15246
37123,"Montgomery County, North Carolina",27548
37125,"Moore County, North Carolina",94352
37127,"Nash County, North Carolina",93919
37129,"New Hanover County, North Carolina",220358
37131,"Northampton County, North Carolina",20426
37133,"Onslow County, North Carolina",186311
37135,"Orange County, North Carolina",141354
37137,"Pamlico County, North Carolina",12781
37139,"Pasquotank County, North Carolina",39829
37141,"Pender County, North Carolina",57611
37143,"Perquimans County, North Carolina",13440
37145,"Person County, North Carolina",39259
37147,"Pitt County, North Carolina",175842
37149,"Polk County, North Carolina",20366
37151,"Randolph County, North Carolina",142799
37153,"Richmond County, North Carolina",45437
37155,"Robeson County, North Carolina",134197
37157,"Rockingham County, North Carolina",91758
37159,"Rowan County, North Carolina",139142
37161,"Rutherford County, North Carolina",66390
37163,"Sampson County, North Carolina",63724
37165,"Scotland County, North Carolina",35509
37167,"Stanly County, North Carolina",60714
37169,"Stokes County, North Carolina",46351
37171,"Surry County, North Carolina",72743
37173,"Swain County, North Carolina",14434
37175,"Transylvania County, North Carolina",33211
37177,"Tyrrell County, North Carolina",4070
37179,"Union County, North Carolina",222742
37181,"Vance County, North Carolina",44568
37183,"Wake County, North Carolina",1024198
37185,"Warren County, North Carolina",20155
37187,"Washington County, North Carolina",12385
37189,"Watauga County, North Carolina",52906
37191,"Wayne County, North Carolina",124132
37193,"Wilkes County, North Carolina",68502
37195,"Wilson County, North Carolina",81714
37197,"Yadkin County, North Carolina",37585
37199,"Yancey County, North Carolina",17587
38001,"Adams County, North Dakota",2359
38003,"Barnes County, North Dakota",11099
38005,"Benson County, North Dakota",6753
38007,"Billings County, North Dakota",936
38009,"Bottineau County, North Dakota",6716
38011,"Bowman County, North Dakota",3294
38013,"Burke County, North Dakota",2308
38015,"Burleigh County, North Dakota",92991
38017,"Cass County, North Dakota",171512
38019,"Cavalier County, North Dakota",3828
38021,"Dickey County, North Dakota",5104
38023,"Divide County, North Dakota",2450
38025,"Dunn County, North Dakota",4646
38027,"Eddy County, North Dakota",2365
38029,"Emmons County, North Dakota",3402
38031,"Foster County, North Dakota",3356
38033,"Golden Valley County, North Dakota",1845
38035,"Grand Forks County, North Dakota",70916
38037,"Grant County, North Dakota",2388
38039,"Griggs County, North Dakota",2314
38041,"Hettinger County, North Dakota",2704
38043,"Kidder County, North Dakota",2417
38045,"LaMoure County, North Dakota",4125
38047,"Logan County, North Dakota",1935
38049,"McHenry County, North Dakota",5968
38051,"McIntosh County, North Dakota",2759
38053,"McKenzie County, North Dakota",12826
38055,"McLean County, North Dakota",9744
38057,"Mercer County, North Dakota",8853
38059,"Morton County, North Dakota",30310
38061,"Mountrail County, North Dakota",10331
38063,"Nelson County, North Dakota",2968
38065,"Oliver County, North Dakota",1846
38067,"Pembina County, North Dakota",7091
38069,"Pierce County, North Dakota",4312
38071,"Ramsey County, North Dakota",11630
38073,"Ransom County, North Dakota",5448
38075,"Renville County, North Dakota",2571
38077,"Richland County, North Dakota",16402
38079,"Rolette County, North Dakota",14649
38081,"Sargent County, North Dakota",3876
38083,"Sheridan County, North Dakota",1310
38085,"Sioux County, North Dakota",4370
38087,"Slope County, North Dakota",767
38089,"Stark County, North Dakota",32154
38091,"Steele County, North Dakota",1956
38093,"Stutsman County, North Dakota",21103
38095,"Towner County, North Dakota",2272
38097,"Traill County, North Dakota",8014
38099,"Walsh County, North Dakota",10897
38101,"Ward County, North Dakota",71275
38103,"Wells County, North Dakota",4168
38105,"Williams County, North Dakota",35294
39001,"Adams County, Ohio",28024
39003,"Allen County, Ohio",104425
39005,"Ashland County, Ohio",53213
39007,"Ashtabula County, Ohio",98632
39009,"Athens County, Ohio",65886
39011,"Auglaize County, Ohio",45876
39013,"Belmont County, Ohio",69154
39015,"Brown County, Ohio",43839
39017,"Butler County, Ohio",376353
39019,"Carroll County, Ohio",27811
39021,"Champaign County, Ohio",38987
39023,"Clark County, Ohio",135959
39025,"Clermont County, Ohio",201973
39027,"Clinton County, Ohio",41917
39029,"Columbiana County, Ohio",104806
39031,"Coshocton County, Ohio",36569
39033,"Crawford County, Ohio",42306
39035,"Cuyahoga County, Ohio",1255921
39037,"Darke County, Ohio",52076
39039,"Defiance County, Ohio",38352
39041,"Delaware County, Ohio",193013
39043,"Erie County, Ohio",75550
39045,"Fairfield County, Ohio",151408
39047,"Fayette County, Ohio",28679
39049,"Franklin County, Ohio",1251722
39051,"Fulton County, Ohio",42537
39053,"Gallia County, Ohio",30142
39055,"Geauga County, Ohio",94102
39057,"Greene County, Ohio",164427
39059,"Guernsey County, Ohio",39258
39061,"Hamilton County, Ohio",807598
39063,"Hancock County, Ohio",75573
39065,"Hardin County, Ohio",31682
39067,"Harrison County, Ohio",15450
39069,"Henry County, Ohio",27816
39071,"Highland County, Ohio",43026
39073,"Hocking County, Ohio",28491
39075,"Holmes County, Ohio",43909
39077,"Huron County, Ohio",58469
39079,"Jackson County, Ohio",32596
39081,"Jefferson County, Ohio",67347
39083,"Knox County, Ohio",61061
39085,"Lake County, Ohio",229245
39087,"Lawrence County, Ohio",61109
39089,"Licking County, Ohio",170570
39091,"Logan County, Ohio",45386
39093,"Lorain County, Ohio",305147
39095,"Lucas County, Ohio",433689
39097,"Madison County, Ohio",44094
39099,"Mahoning County, Ohio",231900
39101,"Marion County, Ohio",65355
39103,"Medina County, Ohio",176395
39105,"Meigs County, Ohio",23257
39107,"Mercer County, Ohio",40968
39109,"Miami County, Ohio",104224
39111,"Monroe County, Ohio",14409
39113,"Montgomery County, Ohio",532258
39115,"Morgan County, Ohio",14777
39117,"Morrow County, Ohio",35074
39119,"Muskingum County, Ohio",86290
39121,"Noble County, Ohio",14326
39123,"Ottawa County, Ohio",40877
39125,"Paulding County, Ohio",18976
39127,"Perry County, Ohio",35985
39129,"Pickaway County, Ohio",56998
39131,"Pike County, Ohio",28217
39133,"Portage County, Ohio",162275
39135,"Preble County, Ohio",41329
39137,"Putnam County, Ohio",34042
39139,"Richland County, Ohio",121707
39141,"Ross County, Ohio",77170
39143,"Sandusky County, Ohio",59679
39145,"Scioto County, Ohio",76825
39147,"Seneca County, Ohio",55610
39149,"Shelby County, Ohio",48901
39151,"Stark County, Ohio",375165
39153,"Summit County, Ohio",541968
39155,"Trumbull County, Ohio",203751
39157,"Tuscarawas County, Ohio",92916
39159,"Union County, Ohio",54277
39161,"Van Wert County, Ohio",28562
39163,"Vinton County, Ohio",13048
39165,"Warren County, Ohio",224469
39167,"Washington County, Ohio",61112
39169,"Wayne County, Ohio",116063
39171,"Williams County, Ohio",37120
39173,"Wood County, Ohio",129730
39175,"Wyandot County, Ohio",22243
40001,"Adair County, Oklahoma",22004
40003,"Alfalfa County, Oklahoma",5868
40005,"Atoka County, Oklahoma",13793
40007,"Beaver County, Oklahoma",5427
40009,"Beckham County, Oklahoma",23768
40011,"Blaine County, Oklahoma",9833
40013,"Bryan County, Oklahoma",44884
40015,"Caddo County, Oklahoma",29343
40017,"Canadian County, Oklahoma",133378
40019,"Carter County, Oklahoma",48689
40021,"Cherokee County, Oklahoma",48447
40023,"Choctaw County, Oklahoma",14997
40025,"Cimarron County, Oklahoma",2216
40027,"Cleveland County, Oklahoma",274458
40029,"Coal County, Oklahoma",5651
40031,"Comanche County, Oklahoma",124648
40033,"Cotton County, Oklahoma",5996
40035,"Craig County, Oklahoma",14818
40037,"Creek County, Oklahoma",70892
40039,"Custer County, Oklahoma",29744
40041,"Delaware County, Oklahoma",41459
40043,"Dewey County, Oklahoma",4995
40045,"Ellis County, Oklahoma",4231
40047,"Garfield County, Oklahoma",63569
40049,"Garvin County, Oklahoma",27755
40051,"Grady County, Oklahoma",54648
40053,"Grant County, Oklahoma",4523
40055,"Greer County, Oklahoma",6070
40057,"Harmon County, Oklahoma",2788
40059,"Harper County, Oklahoma",3754
40061,"Haskell County, Oklahoma",12845
40063,"Hughes County, Oklahoma",13735
40065,"Jackson County, Oklahoma",25574
40067,"Jefferson County, Oklahoma",6276
40069,"Johnston County, Oklahoma",10980
40071,"Kay County, Oklahoma",45366
40073,"Kingfisher County, Oklahoma",15584
40075,"Kiowa County, Oklahoma",9144
40077,"Latimer County, Oklahoma",10483
40079,"Le Flore County, Oklahoma",49605
40081,"Lincoln County, Oklahoma",35042
40083,"Logan County, Oklahoma",45996
40085,"Love County, Oklahoma",9870
40087,"McClain County, Oklahoma",38066
40089,"McCurtain County, Oklahoma",33048
40091,"McIntosh County, Oklahoma",19990
40093,"Major County, Oklahoma",7771
40095,"Marshall County, Oklahoma",16232
40097,"Mayes County, Oklahoma",40887
40099,"Murray County, Oklahoma",13936
40101,"Muskogee County, Oklahoma",69699
40103,"Noble County, Oklahoma",11554
40105,"Nowata County, Oklahoma",10539
40107,"Okfuskee County, Oklahoma",12181
40109,"Oklahoma County, Oklahoma",776864
40111,"Okmulgee County, Oklahoma",39187
40113,"Osage County, Oklahoma",47887
40115,"Ottawa County, Oklahoma",31981
40117,"Pawnee County, Oklahoma",16436
40119,"Payne County, Oklahoma",80850
40121,"Pittsburg County, Oklahoma",44610
40123,"Pontotoc County, Oklahoma",38194
40125,"Pottawatomie County, Oklahoma",71875
40127,"Pushmataha County, Oklahoma",11183
40129,"Roger Mills County, Oklahoma",3788
40131,"Rogers County, Oklahoma",90802
40133,"Seminole County, Oklahoma",25548
40135,"Sequoyah County, Oklahoma",41153
40137,"Stephens County, Oklahoma",44581
40139,"Texas County, Oklahoma",21489
40141,"Tillman County, Oklahoma",7515
40143,"Tulsa County, Oklahoma",639242
40145,"Wagoner County, Oklahoma",76559
40147,"Washington County, Oklahoma",52021
40149,"Washita County, Oklahoma",11661
40151,"Woods County, Oklahoma",9304
40153,"Woodward County, Oklahoma",21559
41001,"Baker County, Oregon",16005
41003,"Benton County, Oregon",87572
41005,"Clackamas County, Oregon",401515
41007,"Clatsop County, Oregon",37831
41009,"Columbia County, Oregon",49600
41011,"Coos County, Oregon",63121
41013,"Crook County, Oregon",21630
41015,"Curry County, Oregon",22483
41017,"Deschutes County, Oregon",175268
41019,"Douglas County, Oregon",107685
41021,"Gilliam County, Oregon",1859
41023,"Grant County, Oregon",7185
41025,"Harney County, Oregon",7200
41027,"Hood River County, Oregon",23137
41029,"Jackson County, Oregon",212567
41031,"Jefferson County, Oregon",22666
41033,"Josephine County, Oregon",84745
41035,"Klamath County, Oregon",66016
41037,"Lake County, Oregon",7829
41039,"Lane County, Oregon",362895
41041,"Lincoln County, Oregon",47038
41043,"Linn County, Oregon",120547
41045,"Malheur County, Oregon",30380
41047,"Marion County, Oregon",330700
41049,"Morrow County, Oregon",11190
41051,"Multnomah County, Oregon",790294
41053,"Polk County, Oregon",79391
41055,"Sherman County, Oregon",1680
41057,"Tillamook County, Oregon",25653
41059,"Umatilla County, Oregon",76531
41061,"Union County, Oregon",25790
41063,"Wallowa County, Oregon",6856
41065,"Wasco County, Oregon",25775
41067,"Washington County, Oregon",574326
41069,"Wheeler County, Oregon",1358
41071,"Yamhill County, Oregon",102659
42001,"Adams County, Pennsylvania",102295
42003,"Allegheny County, Pennsylvania",1230459
42005,"Armstrong County, Pennsylvania",67052
42007,"Beaver County, Pennsylvania",168871
42009,"Bedford County, Pennsylvania",48586
42011,"Berks County, Pennsylvania",415271
42013,"Blair County, Pennsylvania",125593
42015,"Bradford County, Pennsylvania",61281
42017,"Bucks County, Pennsylvania",627367
42019,"Butler County, Pennsylvania",186818
42021,"Cambria County, Pennsylvania",136411
42023,"Cameron County, Pennsylvania",4732
42025,"Carbon County, Pennsylvania",63960
42027,"Centre County, Pennsylvania",160580
42029,"Chester County, Pennsylvania",515939
42031,"Clarion County, Pennsylvania",39498
42033,"Clearfield County, Pennsylvania",80994
42035,"Clinton County, Pennsylvania",39441
42037,"Columbia County, Pennsylvania",66672
42039,"Crawford County, Pennsylvania",86484
42041,"Cumberland County, Pennsylvania",246338
42043,"Dauphin County, Pennsylvania",272983
42045,"Delaware County, Pennsylvania",563894
42047,"Elk County, Pennsylvania",30872
42049,"Erie County, Pennsylvania",278045
42051,"Fayette County, Pennsylvania",133628
